"Notes","Leading Cancer Sites","Leading Cancer Sites Code","State","State Code","Age Group","Age Group Code",Deaths
,"Myeloma","34000","Colorado","08","55-59 years","55-59",219
,"Myeloma","34000","Colorado","08","60-64 years ","60-64",320
,"Myeloma","34000","Colorado","08","65-69 years","65-69",440
,"Myeloma","34000","Colorado","08","70-74 years","70-74",520
,"Myeloma","34000","Colorado","08","75-79 years","75-79",583
,"Myeloma","34000","Colorado","08","80-84 years","80-84",590
,"Myeloma","34000","Colorado","08","85+ years","85+",588
,"Myeloma","34000","Connecticut","09","40-44 years","40-44",18
,"Myeloma","34000","Connecticut","09","45-49 years","45-49",51
,"Myeloma","34000","Connecticut","09","50-54 years","50-54",107
,"Myeloma","34000","Connecticut","09","55-59 years","55-59",176
,"Myeloma","34000","Connecticut","09","60-64 years ","60-64",238
,"Myeloma","34000","Connecticut","09","65-69 years","65-69",331
,"Myeloma","34000","Connecticut","09","70-74 years","70-74",420
,"Myeloma","34000","Connecticut","09","75-79 years","75-79",481
,"Myeloma","34000","Connecticut","09","80-84 years","80-84",529
,"Myeloma","34000","Connecticut","09","85+ years","85+",692
,"Myeloma","34000","Delaware","10","50-54 years","50-54",27
,"Myeloma","34000","Delaware","10","55-59 years","55-59",41
,"Myeloma","34000","Delaware","10","60-64 years ","60-64",92
,"Myeloma","34000","Delaware","10","65-69 years","65-69",116
,"Myeloma","34000","Delaware","10","70-74 years","70-74",142
,"Myeloma","34000","Delaware","10","75-79 years","75-79",141
,"Myeloma","34000","Delaware","10","80-84 years","80-84",166
,"Myeloma","34000","Delaware","10","85+ years","85+",130
,"Myeloma","34000","District of Columbia","11","45-49 years","45-49",18
,"Myeloma","34000","District of Columbia","11","50-54 years","50-54",31
,"Myeloma","34000","District of Columbia","11","55-59 years","55-59",42
,"Myeloma","34000","District of Columbia","11","60-64 years ","60-64",59
,"Myeloma","34000","District of Columbia","11","65-69 years","65-69",79
,"Myeloma","34000","District of Columbia","11","70-74 years","70-74",109
,"Myeloma","34000","District of Columbia","11","75-79 years","75-79",113
,"Myeloma","34000","District of Columbia","11","80-84 years","80-84",98
,"Myeloma","34000","District of Columbia","11","85+ years","85+",123
,"Myeloma","34000","Florida","12","30-34 years","30-34",17
,"Myeloma","34000","Florida","12","35-39 years","35-39",38
,"Myeloma","34000","Florida","12","40-44 years","40-44",148
,"Myeloma","34000","Florida","12","45-49 years","45-49",319
,"Myeloma","34000","Florida","12","50-54 years","50-54",609
,"Myeloma","34000","Florida","12","55-59 years","55-59",1001
,"Myeloma","34000","Florida","12","60-64 years ","60-64",1606
,"Myeloma","34000","Florida","12","65-69 years","65-69",2188
,"Myeloma","34000","Florida","12","70-74 years","70-74",2851
,"Myeloma","34000","Florida","12","75-79 years","75-79",3208
,"Myeloma","34000","Florida","12","80-84 years","80-84",3038
,"Myeloma","34000","Florida","12","85+ years","85+",3276
,"Myeloma","34000","Georgia","13","35-39 years","35-39",21
,"Myeloma","34000","Georgia","13","40-44 years","40-44",69
,"Myeloma","34000","Georgia","13","45-49 years","45-49",173
,"Myeloma","34000","Georgia","13","50-54 years","50-54",347
,"Myeloma","34000","Georgia","13","55-59 years","55-59",519
,"Myeloma","34000","Georgia","13","60-64 years ","60-64",802
,"Myeloma","34000","Georgia","13","65-69 years","65-69",979
,"Myeloma","34000","Georgia","13","70-74 years","70-74",1219
,"Myeloma","34000","Georgia","13","75-79 years","75-79",1247
,"Myeloma","34000","Georgia","13","80-84 years","80-84",1044
,"Myeloma","34000","Georgia","13","85+ years","85+",1053
,"Myeloma","34000","Hawaii","15","50-54 years","50-54",42
,"Myeloma","34000","Hawaii","15","55-59 years","55-59",81
,"Myeloma","34000","Hawaii","15","60-64 years ","60-64",97
,"Myeloma","34000","Hawaii","15","65-69 years","65-69",107
,"Myeloma","34000","Hawaii","15","70-74 years","70-74",130
,"Myeloma","34000","Hawaii","15","75-79 years","75-79",148
,"Myeloma","34000","Hawaii","15","80-84 years","80-84",146
,"Myeloma","34000","Hawaii","15","85+ years","85+",140
,"Myeloma","34000","Idaho","16","50-54 years","50-54",39
,"Myeloma","34000","Idaho","16","55-59 years","55-59",60
,"Myeloma","34000","Idaho","16","60-64 years ","60-64",104
,"Myeloma","34000","Idaho","16","65-69 years","65-69",143
,"Myeloma","34000","Idaho","16","70-74 years","70-74",198
,"Myeloma","34000","Idaho","16","75-79 years","75-79",242
,"Myeloma","34000","Idaho","16","80-84 years","80-84",225
,"Myeloma","34000","Idaho","16","85+ years","85+",218
,"Myeloma","34000","Illinois","17","35-39 years","35-39",23
,"Myeloma","34000","Illinois","17","40-44 years","40-44",67
,"Myeloma","34000","Illinois","17","45-49 years","45-49",201
,"Myeloma","34000","Illinois","17","50-54 years","50-54",365
,"Myeloma","34000","Illinois","17","55-59 years","55-59",673
,"Myeloma","34000","Illinois","17","60-64 years ","60-64",928
,"Myeloma","34000","Illinois","17","65-69 years","65-69",1258
,"Myeloma","34000","Illinois","17","70-74 years","70-74",1594
,"Myeloma","34000","Illinois","17","75-79 years","75-79",1810
,"Myeloma","34000","Illinois","17","80-84 years","80-84",1785
,"Myeloma","34000","Illinois","17","85+ years","85+",2034
,"Myeloma","34000","Indiana","18","40-44 years","40-44",27
,"Myeloma","34000","Indiana","18","45-49 years","45-49",84
,"Myeloma","34000","Indiana","18","50-54 years","50-54",196
,"Myeloma","34000","Indiana","18","55-59 years","55-59",334
,"Myeloma","34000","Indiana","18","60-64 years ","60-64",541
,"Myeloma","34000","Indiana","18","65-69 years","65-69",720
,"Myeloma","34000","Indiana","18","70-74 years","70-74",881
,"Myeloma","34000","Indiana","18","75-79 years","75-79",921
,"Myeloma","34000","Indiana","18","80-84 years","80-84",995
,"Myeloma","34000","Indiana","18","85+ years","85+",1003
,"Myeloma","34000","Iowa","19","45-49 years","45-49",29
,"Myeloma","34000","Iowa","19","50-54 years","50-54",69
,"Myeloma","34000","Iowa","19","55-59 years","55-59",137
,"Myeloma","34000","Iowa","19","60-64 years ","60-64",221
,"Myeloma","34000","Iowa","19","65-69 years","65-69",331
,"Myeloma","34000","Iowa","19","70-74 years","70-74",467
,"Myeloma","34000","Iowa","19","75-79 years","75-79",547
,"Myeloma","34000","Iowa","19","80-84 years","80-84",585
,"Myeloma","34000","Iowa","19","85+ years","85+",609
,"Myeloma","34000","Kansas","20","45-49 years","45-49",34
,"Myeloma","34000","Kansas","20","50-54 years","50-54",91
,"Myeloma","34000","Kansas","20","55-59 years","55-59",138
,"Myeloma","34000","Kansas","20","60-64 years ","60-64",209
,"Myeloma","34000","Kansas","20","65-69 years","65-69",283
,"Myeloma","34000","Kansas","20","70-74 years","70-74",389
,"Myeloma","34000","Kansas","20","75-79 years","75-79",451
,"Myeloma","34000","Kansas","20","80-84 years","80-84",463
,"Myeloma","34000","Kansas","20","85+ years","85+",537
,"Myeloma","34000","Kentucky","21","40-44 years","40-44",31
,"Myeloma","34000","Kentucky","21","45-49 years","45-49",81
,"Myeloma","34000","Kentucky","21","50-54 years","50-54",141
,"Myeloma","34000","Kentucky","21","55-59 years","55-59",233
,"Myeloma","34000","Kentucky","21","60-64 years ","60-64",364
,"Myeloma","34000","Kentucky","21","65-69 years","65-69",488
,"Myeloma","34000","Kentucky","21","70-74 years","70-74",615
,"Myeloma","34000","Kentucky","21","75-79 years","75-79",652
,"Myeloma","34000","Kentucky","21","80-84 years","80-84",618
,"Myeloma","34000","Kentucky","21","85+ years","85+",601
,"Myeloma","34000","Louisiana","22","40-44 years","40-44",36
,"Myeloma","34000","Louisiana","22","45-49 years","45-49",96
,"Myeloma","34000","Louisiana","22","50-54 years","50-54",152
,"Myeloma","34000","Louisiana","22","55-59 years","55-59",274
,"Myeloma","34000","Louisiana","22","60-64 years ","60-64",420
,"Myeloma","34000","Louisiana","22","65-69 years","65-69",521
,"Myeloma","34000","Louisiana","22","70-74 years","70-74",689
,"Myeloma","34000","Louisiana","22","75-79 years","75-79",732
,"Myeloma","34000","Louisiana","22","80-84 years","80-84",649
,"Myeloma","34000","Louisiana","22","85+ years","85+",607
,"Myeloma","34000","Maine","23","50-54 years","50-54",38
,"Myeloma","34000","Maine","23","55-59 years","55-59",70
,"Myeloma","34000","Maine","23","60-64 years ","60-64",105
,"Myeloma","34000","Maine","23","65-69 years","65-69",155
,"Myeloma","34000","Maine","23","70-74 years","70-74",212
,"Myeloma","34000","Maine","23","75-79 years","75-79",220
,"Myeloma","34000","Maine","23","80-84 years","80-84",226
,"Myeloma","34000","Maine","23","85+ years","85+",279
,"Myeloma","34000","Maryland","24","35-39 years","35-39",26
,"Myeloma","34000","Maryland","24","40-44 years","40-44",49
,"Myeloma","34000","Maryland","24","45-49 years","45-49",107
,"Myeloma","34000","Maryland","24","50-54 years","50-54",222
,"Myeloma","34000","Maryland","24","55-59 years","55-59",375
,"Myeloma","34000","Maryland","24","60-64 years ","60-64",529
,"Myeloma","34000","Maryland","24","65-69 years","65-69",737
,"Myeloma","34000","Maryland","24","70-74 years","70-74",780
,"Myeloma","34000","Maryland","24","75-79 years","75-79",882
,"Myeloma","34000","Maryland","24","80-84 years","80-84",861
,"Myeloma","34000","Maryland","24","85+ years","85+",912
,"Myeloma","34000","Massachusetts","25","40-44 years","40-44",35
,"Myeloma","34000","Massachusetts","25","45-49 years","45-49",80
,"Myeloma","34000","Massachusetts","25","50-54 years","50-54",179
,"Myeloma","34000","Massachusetts","25","55-59 years","55-59",307
,"Myeloma","34000","Massachusetts","25","60-64 years ","60-64",489
,"Myeloma","34000","Massachusetts","25","65-69 years","65-69",651
,"Myeloma","34000","Massachusetts","25","70-74 years","70-74",803
,"Myeloma","34000","Massachusetts","25","75-79 years","75-79",955
,"Myeloma","34000","Massachusetts","25","80-84 years","80-84",979
,"Myeloma","34000","Massachusetts","25","85+ years","85+",1196
,"Myeloma","34000","Michigan","26","35-39 years","35-39",19
,"Myeloma","34000","Michigan","26","40-44 years","40-44",97
,"Myeloma","34000","Michigan","26","45-49 years","45-49",152
,"Myeloma","34000","Michigan","26","50-54 years","50-54",323
,"Myeloma","34000","Michigan","26","55-59 years","55-59",577
,"Myeloma","34000","Michigan","26","60-64 years ","60-64",894
,"Myeloma","34000","Michigan","26","65-69 years","65-69",1154
,"Myeloma","34000","Michigan","26","70-74 years","70-74",1525
,"Myeloma","34000","Michigan","26","75-79 years","75-79",1642
,"Myeloma","34000","Michigan","26","80-84 years","80-84",1655
,"Myeloma","34000","Michigan","26","85+ years","85+",1681
,"Myeloma","34000","Minnesota","27","40-44 years","40-44",25
,"Myeloma","34000","Minnesota","27","45-49 years","45-49",72
,"Myeloma","34000","Minnesota","27","50-54 years","50-54",158
,"Myeloma","34000","Minnesota","27","55-59 years","55-59",289
,"Myeloma","34000","Minnesota","27","60-64 years ","60-64",361
,"Myeloma","34000","Minnesota","27","65-69 years","65-69",534
,"Myeloma","34000","Minnesota","27","70-74 years","70-74",662
,"Myeloma","34000","Minnesota","27","75-79 years","75-79",787
,"Myeloma","34000","Minnesota","27","80-84 years","80-84",860
,"Myeloma","34000","Minnesota","27","85+ years","85+",919
,"Myeloma","34000","Mississippi","28","40-44 years","40-44",27
,"Myeloma","34000","Mississippi","28","45-49 years","45-49",54
,"Myeloma","34000","Mississippi","28","50-54 years","50-54",109
,"Myeloma","34000","Mississippi","28","55-59 years","55-59",198
,"Myeloma","34000","Mississippi","28","60-64 years ","60-64",285
,"Myeloma","34000","Mississippi","28","65-69 years","65-69",365
,"Myeloma","34000","Mississippi","28","70-74 years","70-74",453
,"Myeloma","34000","Mississippi","28","75-79 years","75-79",477
,"Myeloma","34000","Mississippi","28","80-84 years","80-84",440
,"Myeloma","34000","Mississippi","28","85+ years","85+",341
,"Myeloma","34000","Missouri","29","35-39 years","35-39",17
,"Myeloma","34000","Missouri","29","40-44 years","40-44",35
,"Myeloma","34000","Missouri","29","45-49 years","45-49",90
,"Myeloma","34000","Missouri","29","50-54 years","50-54",183
,"Myeloma","34000","Missouri","29","55-59 years","55-59",327
,"Myeloma","34000","Missouri","29","60-64 years ","60-64",504
,"Myeloma","34000","Missouri","29","65-69 years","65-69",720
,"Myeloma","34000","Missouri","29","70-74 years","70-74",810
,"Myeloma","34000","Missouri","29","75-79 years","75-79",973
,"Myeloma","34000","Missouri","29","80-84 years","80-84",938
,"Myeloma","34000","Missouri","29","85+ years","85+",934
,"Myeloma","34000","Montana","30","45-49 years","45-49",16
,"Myeloma","34000","Montana","30","50-54 years","50-54",20
,"Myeloma","34000","Montana","30","55-59 years","55-59",59
,"Myeloma","34000","Montana","30","60-64 years ","60-64",90
,"Myeloma","34000","Montana","30","65-69 years","65-69",98
,"Myeloma","34000","Montana","30","70-74 years","70-74",146
,"Myeloma","34000","Montana","30","75-79 years","75-79",173
,"Myeloma","34000","Montana","30","80-84 years","80-84",175
,"Myeloma","34000","Montana","30","85+ years","85+",166
,"Myeloma","34000","Nebraska","31","45-49 years","45-49",20
,"Myeloma","34000","Nebraska","31","50-54 years","50-54",47
,"Myeloma","34000","Nebraska","31","55-59 years","55-59",82
,"Myeloma","34000","Nebraska","31","60-64 years ","60-64",135
,"Myeloma","34000","Nebraska","31","65-69 years","65-69",184
,"Myeloma","34000","Nebraska","31","70-74 years","70-74",224
,"Myeloma","34000","Nebraska","31","75-79 years","75-79",227
,"Myeloma","34000","Nebraska","31","80-84 years","80-84",305
,"Myeloma","34000","Nebraska","31","85+ years","85+",334
,"Myeloma","34000","Nevada","32","40-44 years","40-44",19
,"Myeloma","34000","Nevada","32","45-49 years","45-49",33
,"Myeloma","34000","Nevada","32","50-54 years","50-54",76
,"Myeloma","34000","Nevada","32","55-59 years","55-59",126
,"Myeloma","34000","Nevada","32","60-64 years ","60-64",152
,"Myeloma","34000","Nevada","32","65-69 years","65-69",247
,"Myeloma","34000","Nevada","32","70-74 years","70-74",293
,"Myeloma","34000","Nevada","32","75-79 years","75-79",299
,"Myeloma","34000","Nevada","32","80-84 years","80-84",238
,"Myeloma","34000","Nevada","32","85+ years","85+",242
,"Myeloma","34000","New Hampshire","33","45-49 years","45-49",19
,"Myeloma","34000","New Hampshire","33","50-54 years","50-54",36
,"Myeloma","34000","New Hampshire","33","55-59 years","55-59",89
,"Myeloma","34000","New Hampshire","33","60-64 years ","60-64",103
,"Myeloma","34000","New Hampshire","33","65-69 years","65-69",140
,"Myeloma","34000","New Hampshire","33","70-74 years","70-74",168
,"Myeloma","34000","New Hampshire","33","75-79 years","75-79",193
,"Myeloma","34000","New Hampshire","33","80-84 years","80-84",187
,"Myeloma","34000","New Hampshire","33","85+ years","85+",191
,"Myeloma","34000","New Jersey","34","40-44 years","40-44",55
,"Myeloma","34000","New Jersey","34","45-49 years","45-49",118
,"Myeloma","34000","New Jersey","34","50-54 years","50-54",271
,"Myeloma","34000","New Jersey","34","55-59 years","55-59",475
,"Myeloma","34000","New Jersey","34","60-64 years ","60-64",649
,"Myeloma","34000","New Jersey","34","65-69 years","65-69",878
,"Myeloma","34000","New Jersey","34","70-74 years","70-74",1077
,"Myeloma","34000","New Jersey","34","75-79 years","75-79",1329
,"Myeloma","34000","New Jersey","34","80-84 years","80-84",1278
,"Myeloma","34000","New Jersey","34","85+ years","85+",1380
,"Myeloma","34000","New Mexico","35","45-49 years","45-49",28
,"Myeloma","34000","New Mexico","35","50-54 years","50-54",62
,"Myeloma","34000","New Mexico","35","55-59 years","55-59",103
,"Myeloma","34000","New Mexico","35","60-64 years ","60-64",148
,"Myeloma","34000","New Mexico","35","65-69 years","65-69",218
,"Myeloma","34000","New Mexico","35","70-74 years","70-74",243
,"Myeloma","34000","New Mexico","35","75-79 years","75-79",260
,"Myeloma","34000","New Mexico","35","80-84 years","80-84",259
,"Myeloma","34000","New Mexico","35","85+ years","85+",222
,"Myeloma","34000","New York","36","35-39 years","35-39",39
,"Myeloma","34000","New York","36","40-44 years","40-44",126
,"Myeloma","34000","New York","36","45-49 years","45-49",296
,"Myeloma","34000","New York","36","50-54 years","50-54",644
,"Myeloma","34000","New York","36","55-59 years","55-59",970
,"Myeloma","34000","New York","36","60-64 years ","60-64",1460
,"Myeloma","34000","New York","36","65-69 years","65-69",1903
,"Myeloma","34000","New York","36","70-74 years","70-74",2267
,"Myeloma","34000","New York","36","75-79 years","75-79",2457
,"Myeloma","34000","New York","36","80-84 years","80-84",2496
,"Myeloma","34000","New York","36","85+ years","85+",2855
,"Myeloma","34000","North Carolina","37","35-39 years","35-39",20
,"Myeloma","34000","North Carolina","37","40-44 years","40-44",63
,"Myeloma","34000","North Carolina","37","45-49 years","45-49",159
,"Myeloma","34000","North Carolina","37","50-54 years","50-54",326
,"Myeloma","34000","North Carolina","37","55-59 years","55-59",537
,"Myeloma","34000","North Carolina","37","60-64 years ","60-64",788
,"Myeloma","34000","North Carolina","37","65-69 years","65-69",1134
,"Myeloma","34000","North Carolina","37","70-74 years","70-74",1444
,"Myeloma","34000","North Carolina","37","75-79 years","75-79",1534
,"Myeloma","34000","North Carolina","37","80-84 years","80-84",1472
,"Myeloma","34000","North Carolina","37","85+ years","85+",1474
,"Myeloma","34000","North Dakota","38","50-54 years","50-54",18
,"Myeloma","34000","North Dakota","38","55-59 years","55-59",43
,"Myeloma","34000","North Dakota","38","60-64 years ","60-64",55
,"Myeloma","34000","North Dakota","38","65-69 years","65-69",65
,"Myeloma","34000","North Dakota","38","70-74 years","70-74",86
,"Myeloma","34000","North Dakota","38","75-79 years","75-79",117
,"Myeloma","34000","North Dakota","38","80-84 years","80-84",132
,"Myeloma","34000","North Dakota","38","85+ years","85+",147
,"Myeloma","34000","Ohio","39","35-39 years","35-39",20
,"Myeloma","34000","Ohio","39","40-44 years","40-44",87
,"Myeloma","34000","Ohio","39","45-49 years","45-49",185
,"Myeloma","34000","Ohio","39","50-54 years","50-54",449
,"Myeloma","34000","Ohio","39","55-59 years","55-59",679
,"Myeloma","34000","Ohio","39","60-64 years ","60-64",1035
,"Myeloma","34000","Ohio","39","65-69 years","65-69",1395
,"Myeloma","34000","Ohio","39","70-74 years","70-74",1681
,"Myeloma","34000","Ohio","39","75-79 years","75-79",1897
,"Myeloma","34000","Ohio","39","80-84 years","80-84",1870
,"Myeloma","34000","Ohio","39","85+ years","85+",1969
,"Myeloma","34000","Oklahoma","40","40-44 years","40-44",22
,"Myeloma","34000","Oklahoma","40","45-49 years","45-49",41
,"Myeloma","34000","Oklahoma","40","50-54 years","50-54",95
,"Myeloma","34000","Oklahoma","40","55-59 years","55-59",188
,"Myeloma","34000","Oklahoma","40","60-64 years ","60-64",304
,"Myeloma","34000","Oklahoma","40","65-69 years","65-69",425
,"Myeloma","34000","Oklahoma","40","70-74 years","70-74",495
,"Myeloma","34000","Oklahoma","40","75-79 years","75-79",600
,"Myeloma","34000","Oklahoma","40","80-84 years","80-84",521
,"Myeloma","34000","Oklahoma","40","85+ years","85+",488
,"Myeloma","34000","Oregon","41","40-44 years","40-44",22
,"Myeloma","34000","Oregon","41","45-49 years","45-49",55
,"Myeloma","34000","Oregon","41","50-54 years","50-54",100
,"Myeloma","34000","Oregon","41","55-59 years","55-59",208
,"Myeloma","34000","Oregon","41","60-64 years ","60-64",303
,"Myeloma","34000","Oregon","41","65-69 years","65-69",424
,"Myeloma","34000","Oregon","41","70-74 years","70-74",557
,"Myeloma","34000","Oregon","41","75-79 years","75-79",632
,"Myeloma","34000","Oregon","41","80-84 years","80-84",627
,"Myeloma","34000","Oregon","41","85+ years","85+",684
,"Myeloma","34000","Pennsylvania","42","35-39 years","35-39",25
,"Myeloma","34000","Pennsylvania","42","40-44 years","40-44",98
,"Myeloma","34000","Pennsylvania","42","45-49 years","45-49",217
,"Myeloma","34000","Pennsylvania","42","50-54 years","50-54",384
,"Myeloma","34000","Pennsylvania","42","55-59 years","55-59",672
,"Myeloma","34000","Pennsylvania","42","60-64 years ","60-64",1037
,"Myeloma","34000","Pennsylvania","42","65-69 years","65-69",1350
,"Myeloma","34000","Pennsylvania","42","70-74 years","70-74",2003
,"Myeloma","34000","Pennsylvania","42","75-79 years","75-79",2219
,"Myeloma","34000","Pennsylvania","42","80-84 years","80-84",2268
,"Myeloma","34000","Pennsylvania","42","85+ years","85+",2381
,"Myeloma","34000","Rhode Island","44","45-49 years","45-49",19
,"Myeloma","34000","Rhode Island","44","50-54 years","50-54",30
,"Myeloma","34000","Rhode Island","44","55-59 years","55-59",42
,"Myeloma","34000","Rhode Island","44","60-64 years ","60-64",78
,"Myeloma","34000","Rhode Island","44","65-69 years","65-69",86
,"Myeloma","34000","Rhode Island","44","70-74 years","70-74",126
,"Myeloma","34000","Rhode Island","44","75-79 years","75-79",156
,"Myeloma","34000","Rhode Island","44","80-84 years","80-84",151
,"Myeloma","34000","Rhode Island","44","85+ years","85+",194
,"Myeloma","34000","South Carolina","45","40-44 years","40-44",32
,"Myeloma","34000","South Carolina","45","45-49 years","45-49",96
,"Myeloma","34000","South Carolina","45","50-54 years","50-54",180
,"Myeloma","34000","South Carolina","45","55-59 years","55-59",297
,"Myeloma","34000","South Carolina","45","60-64 years ","60-64",476
,"Myeloma","34000","South Carolina","45","65-69 years","65-69",648
,"Myeloma","34000","South Carolina","45","70-74 years","70-74",768
,"Myeloma","34000","South Carolina","45","75-79 years","75-79",831
,"Myeloma","34000","South Carolina","45","80-84 years","80-84",754
,"Myeloma","34000","South Carolina","45","85+ years","85+",749
,"Myeloma","34000","South Dakota","46","50-54 years","50-54",20
,"Myeloma","34000","South Dakota","46","55-59 years","55-59",45
,"Myeloma","34000","South Dakota","46","60-64 years ","60-64",59
,"Myeloma","34000","South Dakota","46","65-69 years","65-69",84
,"Myeloma","34000","South Dakota","46","70-74 years","70-74",111
,"Myeloma","34000","South Dakota","46","75-79 years","75-79",129
,"Myeloma","34000","South Dakota","46","80-84 years","80-84",157
,"Myeloma","34000","South Dakota","46","85+ years","85+",203
,"Myeloma","34000","Tennessee","47","35-39 years","35-39",16
,"Myeloma","34000","Tennessee","47","40-44 years","40-44",45
,"Myeloma","34000","Tennessee","47","45-49 years","45-49",97
,"Myeloma","34000","Tennessee","47","50-54 years","50-54",223
,"Myeloma","34000","Tennessee","47","55-59 years","55-59",406
,"Myeloma","34000","Tennessee","47","60-64 years ","60-64",600
,"Myeloma","34000","Tennessee","47","65-69 years","65-69",825
,"Myeloma","34000","Tennessee","47","70-74 years","70-74",1004
,"Myeloma","34000","Tennessee","47","75-79 years","75-79",1068
,"Myeloma","34000","Tennessee","47","80-84 years","80-84",936
,"Myeloma","34000","Tennessee","47","85+ years","85+",898
,"Myeloma","34000","Texas","48","35-39 years","35-39",64
,"Myeloma","34000","Texas","48","40-44 years","40-44",162
,"Myeloma","34000","Texas","48","45-49 years","45-49",344
,"Myeloma","34000","Texas","48","50-54 years","50-54",692
,"Myeloma","34000","Texas","48","55-59 years","55-59",1242
,"Myeloma","34000","Texas","48","60-64 years ","60-64",1718
,"Myeloma","34000","Texas","48","65-69 years","65-69",2153
,"Myeloma","34000","Texas","48","70-74 years","70-74",2617
,"Myeloma","34000","Texas","48","75-79 years","75-79",2900
,"Myeloma","34000","Texas","48","80-84 years","80-84",2552
,"Myeloma","34000","Texas","48","85+ years","85+",2607
,"Myeloma","34000","Utah","49","45-49 years","45-49",22
,"Myeloma","34000","Utah","49","50-54 years","50-54",41
,"Myeloma","34000","Utah","49","55-59 years","55-59",86
,"Myeloma","34000","Utah","49","60-64 years ","60-64",130
,"Myeloma","34000","Utah","49","65-69 years","65-69",205
,"Myeloma","34000","Utah","49","70-74 years","70-74",263
,"Myeloma","34000","Utah","49","75-79 years","75-79",321
,"Myeloma","34000","Utah","49","80-84 years","80-84",269
,"Myeloma","34000","Utah","49","85+ years","85+",280
,"Myeloma","34000","Vermont","50","50-54 years","50-54",21
,"Myeloma","34000","Vermont","50","55-59 years","55-59",28
,"Myeloma","34000","Vermont","50","60-64 years ","60-64",51
,"Myeloma","34000","Vermont","50","65-69 years","65-69",77
,"Myeloma","34000","Vermont","50","70-74 years","70-74",80
,"Myeloma","34000","Vermont","50","75-79 years","75-79",89
,"Myeloma","34000","Vermont","50","80-84 years","80-84",91
,"Myeloma","34000","Vermont","50","85+ years","85+",100
,"Myeloma","34000","Virginia","51","40-44 years","40-44",58
,"Myeloma","34000","Virginia","51","45-49 years","45-49",136
,"Myeloma","34000","Virginia","51","50-54 years","50-54",307
,"Myeloma","34000","Virginia","51","55-59 years","55-59",474
,"Myeloma","34000","Virginia","51","60-64 years ","60-64",642
,"Myeloma","34000","Virginia","51","65-69 years","65-69",890
,"Myeloma","34000","Virginia","51","70-74 years","70-74",1088
,"Myeloma","34000","Virginia","51","75-79 years","75-79",1154
,"Myeloma","34000","Virginia","51","80-84 years","80-84",1116
,"Myeloma","34000","Virginia","51","85+ years","85+",1189
,"Myeloma","34000","Washington","53","40-44 years","40-44",30
,"Myeloma","34000","Washington","53","45-49 years","45-49",89
,"Myeloma","34000","Washington","53","50-54 years","50-54",159
,"Myeloma","34000","Washington","53","55-59 years","55-59",313
,"Myeloma","34000","Washington","53","60-64 years ","60-64",480
,"Myeloma","34000","Washington","53","65-69 years","65-69",648
,"Myeloma","34000","Washington","53","70-74 years","70-74",851
,"Myeloma","34000","Washington","53","75-79 years","75-79",954
,"Myeloma","34000","Washington","53","80-84 years","80-84",908
,"Myeloma","34000","Washington","53","85+ years","85+",1001
,"Myeloma","34000","West Virginia","54","45-49 years","45-49",22
,"Myeloma","34000","West Virginia","54","50-54 years","50-54",65
,"Myeloma","34000","West Virginia","54","55-59 years","55-59",108
,"Myeloma","34000","West Virginia","54","60-64 years ","60-64",183
,"Myeloma","34000","West Virginia","54","65-69 years","65-69",231
,"Myeloma","34000","West Virginia","54","70-74 years","70-74",348
,"Myeloma","34000","West Virginia","54","75-79 years","75-79",343
,"Myeloma","34000","West Virginia","54","80-84 years","80-84",303
,"Myeloma","34000","West Virginia","54","85+ years","85+",290
,"Myeloma","34000","Wisconsin","55","40-44 years","40-44",29
,"Myeloma","34000","Wisconsin","55","45-49 years","45-49",74
,"Myeloma","34000","Wisconsin","55","50-54 years","50-54",146
,"Myeloma","34000","Wisconsin","55","55-59 years","55-59",266
,"Myeloma","34000","Wisconsin","55","60-64 years ","60-64",431
,"Myeloma","34000","Wisconsin","55","65-69 years","65-69",560
,"Myeloma","34000","Wisconsin","55","70-74 years","70-74",794
,"Myeloma","34000","Wisconsin","55","75-79 years","75-79",851
,"Myeloma","34000","Wisconsin","55","80-84 years","80-84",906
,"Myeloma","34000","Wisconsin","55","85+ years","85+",1076
,"Myeloma","34000","Wyoming","56","55-59 years","55-59",21
,"Myeloma","34000","Wyoming","56","60-64 years ","60-64",37
,"Myeloma","34000","Wyoming","56","65-69 years","65-69",54
,"Myeloma","34000","Wyoming","56","70-74 years","70-74",69
,"Myeloma","34000","Wyoming","56","75-79 years","75-79",86
,"Myeloma","34000","Wyoming","56","80-84 years","80-84",64
,"Myeloma","34000","Wyoming","56","85+ years","85+",76
,"Non-Hodgkin Lymphoma","33041-33042","Alabama","01","20-24 years","20-24",23
,"Non-Hodgkin Lymphoma","33041-33042","Alabama","01","25-29 years","25-29",34
,"Non-Hodgkin Lymphoma","33041-33042","Alabama","01","30-34 years","30-34",54
,"Non-Hodgkin Lymphoma","33041-33042","Alabama","01","35-39 years","35-39",84
,"Non-Hodgkin Lymphoma","33041-33042","Alabama","01","40-44 years","40-44",99
,"Non-Hodgkin Lymphoma","33041-33042","Alabama","01","45-49 years","45-49",199
,"Non-Hodgkin Lymphoma","33041-33042","Alabama","01","50-54 years","50-54",288
,"Non-Hodgkin Lymphoma","33041-33042","Alabama","01","55-59 years","55-59",446
,"Non-Hodgkin Lymphoma","33041-33042","Alabama","01","60-64 years ","60-64",640
