"Notes","Leading Cancer Sites","Leading Cancer Sites Code","State","State Code","Age Group","Age Group Code",Deaths
,"Pancreas","21100","Georgia","13","75-79 years","75-79",3216
,"Pancreas","21100","Georgia","13","80-84 years","80-84",2609
,"Pancreas","21100","Georgia","13","85+ years","85+",2739
,"Pancreas","21100","Hawaii","15","35-39 years","35-39",22
,"Pancreas","21100","Hawaii","15","40-44 years","40-44",34
,"Pancreas","21100","Hawaii","15","45-49 years","45-49",90
,"Pancreas","21100","Hawaii","15","50-54 years","50-54",182
,"Pancreas","21100","Hawaii","15","55-59 years","55-59",308
,"Pancreas","21100","Hawaii","15","60-64 years ","60-64",404
,"Pancreas","21100","Hawaii","15","65-69 years","65-69",507
,"Pancreas","21100","Hawaii","15","70-74 years","70-74",616
,"Pancreas","21100","Hawaii","15","75-79 years","75-79",585
,"Pancreas","21100","Hawaii","15","80-84 years","80-84",611
,"Pancreas","21100","Hawaii","15","85+ years","85+",742
,"Pancreas","21100","Idaho","16","35-39 years","35-39",16
,"Pancreas","21100","Idaho","16","40-44 years","40-44",35
,"Pancreas","21100","Idaho","16","45-49 years","45-49",95
,"Pancreas","21100","Idaho","16","50-54 years","50-54",156
,"Pancreas","21100","Idaho","16","55-59 years","55-59",308
,"Pancreas","21100","Idaho","16","60-64 years ","60-64",484
,"Pancreas","21100","Idaho","16","65-69 years","65-69",570
,"Pancreas","21100","Idaho","16","70-74 years","70-74",640
,"Pancreas","21100","Idaho","16","75-79 years","75-79",657
,"Pancreas","21100","Idaho","16","80-84 years","80-84",528
,"Pancreas","21100","Idaho","16","85+ years","85+",600
,"Pancreas","21100","Illinois","17","25-29 years","25-29",17
,"Pancreas","21100","Illinois","17","30-34 years","30-34",42
,"Pancreas","21100","Illinois","17","35-39 years","35-39",124
,"Pancreas","21100","Illinois","17","40-44 years","40-44",331
,"Pancreas","21100","Illinois","17","45-49 years","45-49",832
,"Pancreas","21100","Illinois","17","50-54 years","50-54",1711
,"Pancreas","21100","Illinois","17","55-59 years","55-59",2970
,"Pancreas","21100","Illinois","17","60-64 years ","60-64",3895
,"Pancreas","21100","Illinois","17","65-69 years","65-69",4741
,"Pancreas","21100","Illinois","17","70-74 years","70-74",5293
,"Pancreas","21100","Illinois","17","75-79 years","75-79",5478
,"Pancreas","21100","Illinois","17","80-84 years","80-84",4913
,"Pancreas","21100","Illinois","17","85+ years","85+",5733
,"Pancreas","21100","Indiana","18","30-34 years","30-34",18
,"Pancreas","21100","Indiana","18","35-39 years","35-39",82
,"Pancreas","21100","Indiana","18","40-44 years","40-44",183
,"Pancreas","21100","Indiana","18","45-49 years","45-49",483
,"Pancreas","21100","Indiana","18","50-54 years","50-54",964
,"Pancreas","21100","Indiana","18","55-59 years","55-59",1569
,"Pancreas","21100","Indiana","18","60-64 years ","60-64",2169
,"Pancreas","21100","Indiana","18","65-69 years","65-69",2535
,"Pancreas","21100","Indiana","18","70-74 years","70-74",2806
,"Pancreas","21100","Indiana","18","75-79 years","75-79",2715
,"Pancreas","21100","Indiana","18","80-84 years","80-84",2385
,"Pancreas","21100","Indiana","18","85+ years","85+",2627
,"Pancreas","21100","Iowa","19","35-39 years","35-39",33
,"Pancreas","21100","Iowa","19","40-44 years","40-44",85
,"Pancreas","21100","Iowa","19","45-49 years","45-49",212
,"Pancreas","21100","Iowa","19","50-54 years","50-54",396
,"Pancreas","21100","Iowa","19","55-59 years","55-59",640
,"Pancreas","21100","Iowa","19","60-64 years ","60-64",986
,"Pancreas","21100","Iowa","19","65-69 years","65-69",1184
,"Pancreas","21100","Iowa","19","70-74 years","70-74",1311
,"Pancreas","21100","Iowa","19","75-79 years","75-79",1431
,"Pancreas","21100","Iowa","19","80-84 years","80-84",1349
,"Pancreas","21100","Iowa","19","85+ years","85+",1589
,"Pancreas","21100","Kansas","20","35-39 years","35-39",32
,"Pancreas","21100","Kansas","20","40-44 years","40-44",90
,"Pancreas","21100","Kansas","20","45-49 years","45-49",165
,"Pancreas","21100","Kansas","20","50-54 years","50-54",374
,"Pancreas","21100","Kansas","20","55-59 years","55-59",604
,"Pancreas","21100","Kansas","20","60-64 years ","60-64",849
,"Pancreas","21100","Kansas","20","65-69 years","65-69",1045
,"Pancreas","21100","Kansas","20","70-74 years","70-74",1164
,"Pancreas","21100","Kansas","20","75-79 years","75-79",1221
,"Pancreas","21100","Kansas","20","80-84 years","80-84",1130
,"Pancreas","21100","Kansas","20","85+ years","85+",1339
,"Pancreas","21100","Kentucky","21","30-34 years","30-34",16
,"Pancreas","21100","Kentucky","21","35-39 years","35-39",58
,"Pancreas","21100","Kentucky","21","40-44 years","40-44",139
,"Pancreas","21100","Kentucky","21","45-49 years","45-49",325
,"Pancreas","21100","Kentucky","21","50-54 years","50-54",692
,"Pancreas","21100","Kentucky","21","55-59 years","55-59",1100
,"Pancreas","21100","Kentucky","21","60-64 years ","60-64",1515
,"Pancreas","21100","Kentucky","21","65-69 years","65-69",1788
,"Pancreas","21100","Kentucky","21","70-74 years","70-74",1876
,"Pancreas","21100","Kentucky","21","75-79 years","75-79",1797
,"Pancreas","21100","Kentucky","21","80-84 years","80-84",1464
,"Pancreas","21100","Kentucky","21","85+ years","85+",1517
,"Pancreas","21100","Louisiana","22","30-34 years","30-34",16
,"Pancreas","21100","Louisiana","22","35-39 years","35-39",65
,"Pancreas","21100","Louisiana","22","40-44 years","40-44",164
,"Pancreas","21100","Louisiana","22","45-49 years","45-49",347
,"Pancreas","21100","Louisiana","22","50-54 years","50-54",752
,"Pancreas","21100","Louisiana","22","55-59 years","55-59",1227
,"Pancreas","21100","Louisiana","22","60-64 years ","60-64",1609
,"Pancreas","21100","Louisiana","22","65-69 years","65-69",1871
,"Pancreas","21100","Louisiana","22","70-74 years","70-74",2080
,"Pancreas","21100","Louisiana","22","75-79 years","75-79",2000
,"Pancreas","21100","Louisiana","22","80-84 years","80-84",1834
,"Pancreas","21100","Louisiana","22","85+ years","85+",1780
,"Pancreas","21100","Maine","23","40-44 years","40-44",37
,"Pancreas","21100","Maine","23","45-49 years","45-49",96
,"Pancreas","21100","Maine","23","50-54 years","50-54",229
,"Pancreas","21100","Maine","23","55-59 years","55-59",358
,"Pancreas","21100","Maine","23","60-64 years ","60-64",490
,"Pancreas","21100","Maine","23","65-69 years","65-69",649
,"Pancreas","21100","Maine","23","70-74 years","70-74",691
,"Pancreas","21100","Maine","23","75-79 years","75-79",707
,"Pancreas","21100","Maine","23","80-84 years","80-84",616
,"Pancreas","21100","Maine","23","85+ years","85+",727
,"Pancreas","21100","Maryland","24","35-39 years","35-39",54
,"Pancreas","21100","Maryland","24","40-44 years","40-44",169
,"Pancreas","21100","Maryland","24","45-49 years","45-49",419
,"Pancreas","21100","Maryland","24","50-54 years","50-54",795
,"Pancreas","21100","Maryland","24","55-59 years","55-59",1425
,"Pancreas","21100","Maryland","24","60-64 years ","60-64",1787
,"Pancreas","21100","Maryland","24","65-69 years","65-69",2171
,"Pancreas","21100","Maryland","24","70-74 years","70-74",2398
,"Pancreas","21100","Maryland","24","75-79 years","75-79",2382
,"Pancreas","21100","Maryland","24","80-84 years","80-84",2153
,"Pancreas","21100","Maryland","24","85+ years","85+",2340
,"Pancreas","21100","Massachusetts","25","30-34 years","30-34",16
,"Pancreas","21100","Massachusetts","25","35-39 years","35-39",76
,"Pancreas","21100","Massachusetts","25","40-44 years","40-44",171
,"Pancreas","21100","Massachusetts","25","45-49 years","45-49",402
,"Pancreas","21100","Massachusetts","25","50-54 years","50-54",916
,"Pancreas","21100","Massachusetts","25","55-59 years","55-59",1461
,"Pancreas","21100","Massachusetts","25","60-64 years ","60-64",1993
,"Pancreas","21100","Massachusetts","25","65-69 years","65-69",2524
,"Pancreas","21100","Massachusetts","25","70-74 years","70-74",2886
,"Pancreas","21100","Massachusetts","25","75-79 years","75-79",3207
,"Pancreas","21100","Massachusetts","25","80-84 years","80-84",3055
,"Pancreas","21100","Massachusetts","25","85+ years","85+",3744
,"Pancreas","21100","Michigan","26","30-34 years","30-34",35
,"Pancreas","21100","Michigan","26","35-39 years","35-39",115
,"Pancreas","21100","Michigan","26","40-44 years","40-44",311
,"Pancreas","21100","Michigan","26","45-49 years","45-49",746
,"Pancreas","21100","Michigan","26","50-54 years","50-54",1500
,"Pancreas","21100","Michigan","26","55-59 years","55-59",2690
,"Pancreas","21100","Michigan","26","60-64 years ","60-64",3508
,"Pancreas","21100","Michigan","26","65-69 years","65-69",4260
,"Pancreas","21100","Michigan","26","70-74 years","70-74",4659
,"Pancreas","21100","Michigan","26","75-79 years","75-79",4526
,"Pancreas","21100","Michigan","26","80-84 years","80-84",4206
,"Pancreas","21100","Michigan","26","85+ years","85+",4516
,"Pancreas","21100","Minnesota","27","30-34 years","30-34",16
,"Pancreas","21100","Minnesota","27","35-39 years","35-39",52
,"Pancreas","21100","Minnesota","27","40-44 years","40-44",146
,"Pancreas","21100","Minnesota","27","45-49 years","45-49",305
,"Pancreas","21100","Minnesota","27","50-54 years","50-54",623
,"Pancreas","21100","Minnesota","27","55-59 years","55-59",1090
,"Pancreas","21100","Minnesota","27","60-64 years ","60-64",1577
,"Pancreas","21100","Minnesota","27","65-69 years","65-69",1764
,"Pancreas","21100","Minnesota","27","70-74 years","70-74",2142
,"Pancreas","21100","Minnesota","27","75-79 years","75-79",2125
,"Pancreas","21100","Minnesota","27","80-84 years","80-84",2033
,"Pancreas","21100","Minnesota","27","85+ years","85+",2584
,"Pancreas","21100","Mississippi","28","35-39 years","35-39",49
,"Pancreas","21100","Mississippi","28","40-44 years","40-44",112
,"Pancreas","21100","Mississippi","28","45-49 years","45-49",246
,"Pancreas","21100","Mississippi","28","50-54 years","50-54",471
,"Pancreas","21100","Mississippi","28","55-59 years","55-59",760
,"Pancreas","21100","Mississippi","28","60-64 years ","60-64",1085
,"Pancreas","21100","Mississippi","28","65-69 years","65-69",1276
,"Pancreas","21100","Mississippi","28","70-74 years","70-74",1324
,"Pancreas","21100","Mississippi","28","75-79 years","75-79",1286
,"Pancreas","21100","Mississippi","28","80-84 years","80-84",1117
,"Pancreas","21100","Mississippi","28","85+ years","85+",1170
,"Pancreas","21100","Missouri","29","30-34 years","30-34",23
,"Pancreas","21100","Missouri","29","35-39 years","35-39",79
,"Pancreas","21100","Missouri","29","40-44 years","40-44",161
,"Pancreas","21100","Missouri","29","45-49 years","45-49",432
,"Pancreas","21100","Missouri","29","50-54 years","50-54",909
,"Pancreas","21100","Missouri","29","55-59 years","55-59",1440
,"Pancreas","21100","Missouri","29","60-64 years ","60-64",2011
,"Pancreas","21100","Missouri","29","65-69 years","65-69",2391
,"Pancreas","21100","Missouri","29","70-74 years","70-74",2725
,"Pancreas","21100","Missouri","29","75-79 years","75-79",2704
,"Pancreas","21100","Missouri","29","80-84 years","80-84",2375
,"Pancreas","21100","Missouri","29","85+ years","85+",2649
,"Pancreas","21100","Montana","30","40-44 years","40-44",20
,"Pancreas","21100","Montana","30","45-49 years","45-49",58
,"Pancreas","21100","Montana","30","50-54 years","50-54",135
,"Pancreas","21100","Montana","30","55-59 years","55-59",214
,"Pancreas","21100","Montana","30","60-64 years ","60-64",343
,"Pancreas","21100","Montana","30","65-69 years","65-69",364
,"Pancreas","21100","Montana","30","70-74 years","70-74",443
,"Pancreas","21100","Montana","30","75-79 years","75-79",453
,"Pancreas","21100","Montana","30","80-84 years","80-84",365
,"Pancreas","21100","Montana","30","85+ years","85+",448
,"Pancreas","21100","Nebraska","31","40-44 years","40-44",49
,"Pancreas","21100","Nebraska","31","45-49 years","45-49",119
,"Pancreas","21100","Nebraska","31","50-54 years","50-54",222
,"Pancreas","21100","Nebraska","31","55-59 years","55-59",363
,"Pancreas","21100","Nebraska","31","60-64 years ","60-64",499
,"Pancreas","21100","Nebraska","31","65-69 years","65-69",659
,"Pancreas","21100","Nebraska","31","70-74 years","70-74",740
,"Pancreas","21100","Nebraska","31","75-79 years","75-79",817
,"Pancreas","21100","Nebraska","31","80-84 years","80-84",763
,"Pancreas","21100","Nebraska","31","85+ years","85+",869
,"Pancreas","21100","Nevada","32","35-39 years","35-39",25
,"Pancreas","21100","Nevada","32","40-44 years","40-44",73
,"Pancreas","21100","Nevada","32","45-49 years","45-49",170
,"Pancreas","21100","Nevada","32","50-54 years","50-54",333
,"Pancreas","21100","Nevada","32","55-59 years","55-59",538
,"Pancreas","21100","Nevada","32","60-64 years ","60-64",857
,"Pancreas","21100","Nevada","32","65-69 years","65-69",1069
,"Pancreas","21100","Nevada","32","70-74 years","70-74",1115
,"Pancreas","21100","Nevada","32","75-79 years","75-79",1008
,"Pancreas","21100","Nevada","32","80-84 years","80-84",805
,"Pancreas","21100","Nevada","32","85+ years","85+",705
,"Pancreas","21100","New Hampshire","33","35-39 years","35-39",16
,"Pancreas","21100","New Hampshire","33","40-44 years","40-44",36
,"Pancreas","21100","New Hampshire","33","45-49 years","45-49",106
,"Pancreas","21100","New Hampshire","33","50-54 years","50-54",184
,"Pancreas","21100","New Hampshire","33","55-59 years","55-59",328
,"Pancreas","21100","New Hampshire","33","60-64 years ","60-64",451
,"Pancreas","21100","New Hampshire","33","65-69 years","65-69",546
,"Pancreas","21100","New Hampshire","33","70-74 years","70-74",600
,"Pancreas","21100","New Hampshire","33","75-79 years","75-79",582
,"Pancreas","21100","New Hampshire","33","80-84 years","80-84",544
,"Pancreas","21100","New Hampshire","33","85+ years","85+",614
,"Pancreas","21100","New Jersey","34","30-34 years","30-34",25
,"Pancreas","21100","New Jersey","34","35-39 years","35-39",64
,"Pancreas","21100","New Jersey","34","40-44 years","40-44",232
,"Pancreas","21100","New Jersey","34","45-49 years","45-49",537
,"Pancreas","21100","New Jersey","34","50-54 years","50-54",1131
,"Pancreas","21100","New Jersey","34","55-59 years","55-59",1999
,"Pancreas","21100","New Jersey","34","60-64 years ","60-64",2775
,"Pancreas","21100","New Jersey","34","65-69 years","65-69",3301
,"Pancreas","21100","New Jersey","34","70-74 years","70-74",3812
,"Pancreas","21100","New Jersey","34","75-79 years","75-79",4220
,"Pancreas","21100","New Jersey","34","80-84 years","80-84",3863
,"Pancreas","21100","New Jersey","34","85+ years","85+",4636
,"Pancreas","21100","New Mexico","35","35-39 years","35-39",23
,"Pancreas","21100","New Mexico","35","40-44 years","40-44",36
,"Pancreas","21100","New Mexico","35","45-49 years","45-49",102
,"Pancreas","21100","New Mexico","35","50-54 years","50-54",227
,"Pancreas","21100","New Mexico","35","55-59 years","55-59",399
,"Pancreas","21100","New Mexico","35","60-64 years ","60-64",604
,"Pancreas","21100","New Mexico","35","65-69 years","65-69",770
,"Pancreas","21100","New Mexico","35","70-74 years","70-74",823
,"Pancreas","21100","New Mexico","35","75-79 years","75-79",784
,"Pancreas","21100","New Mexico","35","80-84 years","80-84",666
,"Pancreas","21100","New Mexico","35","85+ years","85+",668
,"Pancreas","21100","New York","36","30-34 years","30-34",61
,"Pancreas","21100","New York","36","35-39 years","35-39",186
,"Pancreas","21100","New York","36","40-44 years","40-44",521
,"Pancreas","21100","New York","36","45-49 years","45-49",1213
,"Pancreas","21100","New York","36","50-54 years","50-54",2559
,"Pancreas","21100","New York","36","55-59 years","55-59",4230
,"Pancreas","21100","New York","36","60-64 years ","60-64",5986
,"Pancreas","21100","New York","36","65-69 years","65-69",7281
,"Pancreas","21100","New York","36","70-74 years","70-74",8223
,"Pancreas","21100","New York","36","75-79 years","75-79",8660
,"Pancreas","21100","New York","36","80-84 years","80-84",8205
,"Pancreas","21100","New York","36","85+ years","85+",9856
,"Pancreas","21100","North Carolina","37","30-34 years","30-34",35
,"Pancreas","21100","North Carolina","37","35-39 years","35-39",89
,"Pancreas","21100","North Carolina","37","40-44 years","40-44",285
,"Pancreas","21100","North Carolina","37","45-49 years","45-49",615
,"Pancreas","21100","North Carolina","37","50-54 years","50-54",1279
,"Pancreas","21100","North Carolina","37","55-59 years","55-59",2136
,"Pancreas","21100","North Carolina","37","60-64 years ","60-64",3104
,"Pancreas","21100","North Carolina","37","65-69 years","65-69",3664
,"Pancreas","21100","North Carolina","37","70-74 years","70-74",4027
,"Pancreas","21100","North Carolina","37","75-79 years","75-79",3951
,"Pancreas","21100","North Carolina","37","80-84 years","80-84",3336
,"Pancreas","21100","North Carolina","37","85+ years","85+",3423
,"Pancreas","21100","North Dakota","38","45-49 years","45-49",33
,"Pancreas","21100","North Dakota","38","50-54 years","50-54",77
,"Pancreas","21100","North Dakota","38","55-59 years","55-59",119
